index,inchikey,standard_smiles,scaffold,xhash,group_size
944,XINNQVHBRVROQD-UHFFFAOYSA-N,O=C(NC1CCNC1)c1ccc2[nH]c(-c3cc4ccccc4[nH]c3=O)cc2c1,O=C(NC1CCNC1)c1ccc2[nH]c(-c3cc4ccccc4[nH]c3=O)cc2c1,556f36b05f6f997d9b1a175fc591ec97f4432ae5,1
945,XKFTZKGMDDZMJI-UHFFFAOYSA-N,COC(C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,c00466af312c0b203127de68da51370e09a30f82,1
946,XKHSUSZUHQRZFF-UHFFFAOYSA-N,COc1cc(OC2CCN(C)CC2)c2c(Nc3cccc4c3OCCO4)ncnc2c1,c1cc(Nc2ncnc3cccc(OC4CCNCC4)c23)c2c(c1)OCCO2,511cdb16a2881a2af38833014f4a073c9911a85c,1
947,XKVJYDWEZBIGNZ-UHFFFAOYSA-N,FC(F)(F)c1cccc(Nc2nnc(-c3cccnc3CCc3cccc4ncccc34)o2)c1,c1ccc(Nc2nnc(-c3cccnc3CCc3cccc4ncccc34)o2)cc1,c80552749243613d965f237cbbff62b886058e0f,1
948,XLDWKHLQBFECEA-UHFFFAOYSA-N,Cc1cccc(NC(=O)Nc2ccc(-c3c(CCO)sc4ncnc(N)c34)cc2)c1,O=C(Nc1ccccc1)Nc1ccc(-c2csc3ncncc23)cc1,0300488c61fecf973ffbf97d18de1a0b3bdbd626,1
949,XLGKHWGSIZWZNN-UHFFFAOYSA-N,Cc1cccc(Nc2ncc(-c3ccccc3)o2)c1,c1ccc(Nc2ncc(-c3ccccc3)o2)cc1,6a50188632dd98c0f0346368349ff6af56162539,1
950,XMIXBZCDEAESLW-UHFFFAOYSA-N,FC(F)(F)c1cccc(Nc2nnc(-c3cnccc3CCc3ccncc3)o2)c1,c1ccc(Nc2nnc(-c3cnccc3CCc3ccncc3)o2)cc1,4abfcd99559d2560b7b059fe3dade2c5818c0334,1
951,XNHXNJLWTFRLFQ-UHFFFAOYSA-N,N#Cc1cnc(Nc2ccc(CCO)cc2)nc1-c1ccc2[nH]ccc2c1,c1ccc(Nc2nccc(-c3ccc4[nH]ccc4c3)n2)cc1,3f5ccc6eb1e9be39b8de57562157568b32c043db,1
952,XOMNBLZPGBTSHU-UHFFFAOYSA-N,COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)ccc2[nH]1,O=C(Nc1ccccc1)Nc1ccc(Oc2ccc3[nH]cnc3c2)cc1,d297e8cbbf50665b77f4b9a8c4d383a68341858f,1
953,XOXQAJUYKVJJCP-UHFFFAOYSA-N,FC(F)(F)c1cccc(Nc2nnc(-c3cccnc3CCc3ccc4[nH]ncc4c3)o2)c1,c1ccc(Nc2nnc(-c3cccnc3CCc3ccc4[nH]ncc4c3)o2)cc1,22057395f527bcc5839ebbecb4ed5f6c9d3a704d,1
954,XOZOUVPLBSWHOC-UHFFFAOYSA-N,N#Cc1cnc(Nc2ccc3ccccc3c2)nc1-c1ccccc1,c1ccc(-c2ccnc(Nc3ccc4ccccc4c3)n2)cc1,1bda9a0f1f8f36a60e29e5c3ffb2bee8cfec7d8e,1
955,XPDAMMJGEHXXPI-UHFFFAOYSA-N,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)c(Br)n2C1CCCC1,c1ccc(Oc2ccc(-c3cn(C4CCCC4)c4ncncc34)cc2)cc1,66c17300948b70ce9d6719abaf558b7c8f4d62f6,1
956,XPLSUUKNUUIIKH-UHFFFAOYSA-N,CC(C)(N)c1ccc(-c2nc(Nc3ccc(CCN4CCCC4)cc3)ncc2Cl)cc1,c1ccc(-c2ccnc(Nc3ccc(CCN4CCCC4)cc3)n2)cc1,9eeb7b5bfd0eaf041992d759c462529fade6c26f,1
957,XPRFACAHNJDEDN-UHFFFAOYSA-N,COC(=O)c1cn2ncnc(Nc3ccc(C)c(O)c3)c2c1C(C)(C)C,c1ccc(Nc2ncnn3cccc23)cc1,a1e193043efcef18f3c4911819b55aa039ee9b32,1
958,XPTCORXIXMSWEG-UHFFFAOYSA-N,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(Cl)c3)c2cc1OC,O=C(Nc1ccccc1)Nc1ccc(Oc2ccnc3ccccc23)cc1,805b53b715f1f7ffb0ac91291ab6089e96f5bcb0,1
959,XRABETLEFGNEKY-UHFFFAOYSA-N,C=c1c(CCC(=O)O)c(C)[nH]c1=Cc1c(O)[nH]c2cc(-c3cccc(OC)c3)ccc12,C=c1cc[nH]c1=Cc1c[nH]c2cc(-c3ccccc3)ccc12,e3187115db396e3983ee7f445c7569d6f6ab3d5c,1
960,XTEWWTLBXKFYCF-UHFFFAOYSA-N,CN(C)CCNc1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1,c1ccc(Nc2cncc(-c3cccnc3)n2)cc1,cf4847173092c224768246d9906793670c5f96fd,1
961,XTKIFGMBONJHTF-UHFFFAOYSA-N,Cc1ccccc1NC(=O)Nc1ccc(-c2cccc3[nH]nc(N)c23)cc1,O=C(Nc1ccccc1)Nc1ccc(-c2cccc3[nH]ncc23)cc1,4483a229fb5de00001fe9e3ddbec182878b3af77,1
962,XUAFUSZOVDZERS-UHFFFAOYSA-N,Nc1ncnc2snc(Cc3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c12,O=C(Nc1ccccc1)Nc1ccc(Cc2nsc3ncncc23)cc1,1829983c72ce429210914d30982eafb7c1eae723,1
963,XUAVZPFKUWDJJL-UHFFFAOYSA-N,Nc1[nH]nc2cccc(-c3ccc(NC(=O)NC4CCCC4)cc3)c12,O=C(Nc1ccc(-c2cccc3n[nH]cc23)cc1)NC1CCCC1,8d66023064ca93a8664c1fa019bde30ffb4c7211,1
964,XXCHTWAIBLKTOR-UHFFFAOYSA-N,C=c1c(CCC(=O)O)c(C)[nH]c1=Cc1c(O)[nH]c2ccc(S(N)(=O)=O)cc12,C=c1cc[nH]c1=Cc1c[nH]c2ccccc12,fb0aeddd3622de6c5a482b53f814c3b56a443080,1
965,XXGLWBARAGWFCS-UHFFFAOYSA-N,FC(F)(F)c1cccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)c1,c1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1,50bf018c7996ce86bcd413832c19c1183f6d5aee,1
966,XXLAEKOWCYJOKK-UHFFFAOYSA-N,Oc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,c1ccc(-c2nc(N3CCOCC3)c3sccc3n2)cc1,bd0197ec44077322834dcafa2560f9c60d531bfd,1
967,XXMJXRZJNGKMJK-UHFFFAOYSA-N,COC(=O)Nc1cn2cc(Oc3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)ccc2n1,O=C(Nc1ccccc1)Nc1ccc(Oc2ccc3nccn3c2)cc1,10f4b253219025fc400b3ba12ef484735bf1ae4e,1
968,XXTICJCISXSXOC-UHFFFAOYSA-N,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4nccs4)n[nH]c2-3)CC1,c1csc(-c2n[nH]c3c2Cc2cc(CN4CCNCC4)ccc2-3)n1,6f7a35d53ed5957df34b5db5416feb383f4bc908,1
969,XXYVZLIWJICVRO-UHFFFAOYSA-N,CN1CCN(Cc2cccc3c2Cc2c(-c4ccccc4)n[nH]c2-3)CC1,c1ccc(-c2n[nH]c3c2Cc2c(CN4CCNCC4)cccc2-3)cc1,5c1e17297c8d8a64edf53e2d7f36d8ef1067db9c,1
970,XXYYDISQRRATPH-UHFFFAOYSA-N,Cc1cccc(NC(=O)NCc2ccc(-c3[nH]nc4c3Cc3ccc(CN5CCN(C)CC5)cc3-4)s2)c1,O=C(NCc1ccc(-c2[nH]nc3c2Cc2ccc(CN4CCNCC4)cc2-3)s1)Nc1ccccc1,2198acd5ee27440b2dbe9bdd80dbf8d5067f1e32,1
971,XYPPNIGENTYIOF-UHFFFAOYSA-N,CN(c1ccc2ncsc2c1)c1nc(=O)nc(NC(C)(C)c2ccccc2)[nH]1,O=c1nc(NCc2ccccc2)[nH]c(Nc2ccc3ncsc3c2)n1,da7e885705c5bc35e16954756cb3ed45072a76d0,1
972,XYZVQSDNDRPCIC-UHFFFAOYSA-N,COC(=O)c1cn2ncnc(Nc3ccc(C(C)C)c(O)c3)c2c1C,c1ccc(Nc2ncnn3cccc23)cc1,59115069895bab7b66734f81fd4f6501495cd704,1
973,XZNTVQFNIAJJIP-UHFFFAOYSA-N,c1ccc(-c2ccn3c(-c4nccs4)cnc3c2)cc1,c1ccc(-c2ccn3c(-c4nccs4)cnc3c2)cc1,0239cc06c700756a0e2c6df49aaaf6f5017c00f7,1
974,XZOWYZAWRJGOCK-UHFFFAOYSA-N,Cc1cc(C)cc(Nc2cc(-n3ccnc3-c3ccccc3)ncn2)c1,c1ccc(Nc2cc(-n3ccnc3-c3ccccc3)ncn2)cc1,d984c1436ae525c47d4c8d2ccdf2da4ca1ba6fd9,1
975,XZXIHTJGNYBSTH-UHFFFAOYSA-N,COc1ccc(-c2ccc(NC(=O)Nc3cccc(C)c3)cc2)c2c1C(=O)NC2,O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1,bfa70565938e36c48636ef2a25e62f11d764032d,1
976,YASZGQQVIQVOFA-UHFFFAOYSA-N,CN(c1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1)c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)n1,O=C(Nc1ccccc1)Nc1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,11eff1bc12a33bd3b7a411338fa2ddec8775252d,1
977,YAUXUMSQGNPGQC-UHFFFAOYSA-N,CC(C)(C)n1cc(-c2ccc(Oc3ccc(O)cc3)cc2)c2c(N)ncnc21,c1ccc(Oc2ccc(-c3c[nH]c4ncncc34)cc2)cc1,d8d8dd1de97ace163f15f34dc448c4458ff48536,1
978,YAXKDFFAKGXIMN-UHFFFAOYSA-N,Cc1ccc(NC(=O)Nc2ccc(-c3csc4ccnc(N)c34)cc2)cc1,O=C(Nc1ccccc1)Nc1ccc(-c2csc3ccncc23)cc1,353d9ce3c3deaadeec47a492e37ec9d3f5bae7e9,1
979,YBPBYWHVRLZISQ-UHFFFAOYSA-N,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4ccc(CNC(=O)Nc5cccc(C(F)(F)F)c5)s4)n[nH]c2-3)CC1,O=C(NCc1ccc(-c2n[nH]c3c2Cc2cc(CN4CCNCC4)ccc2-3)s1)Nc1ccccc1,87ec4338ea5833ee2d6343a69de18a482db87ac1,1
980,YBTGTVGEKMZEQX-UHFFFAOYSA-N,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCn1ccnn1,c1ccc(Nc2ncnc3cc(OCCn4ccnn4)ccc23)cc1,00e8842d456547db6d89e48138021273001adc9e,1
981,YBTSWXCHAPCPGJ-UHFFFAOYSA-N,c1ccc(-c2cnc(Nc3ccccn3)s2)cc1,c1ccc(-c2cnc(Nc3ccccn3)s2)cc1,2b1d53d169308c2e8ff8ffa264e2f52abbf2c110,1
982,YCARBOUWYVAOTL-UHFFFAOYSA-N,c1ccc(Nc2nccc(-n3ccnc3-c3ccccc3)n2)cc1,c1ccc(Nc2nccc(-n3ccnc3-c3ccccc3)n2)cc1,d323b335c4bdbe788f3e7899c4db6b6bd3a40640,1
983,YDKJOUUUDAWZQE-UHFFFAOYSA-N,CN1CCN(CCc2ccc(Nc3ncc(Cl)c(-c4ccc(C(C)(C)N)cc4)n3)cc2)CC1,c1ccc(-c2ccnc(Nc3ccc(CCN4CCNCC4)cc3)n2)cc1,ec5285192dbf4b0498e810ee14b3be2a59771bfe,1
984,YDONUDAXZBQSMV-UHFFFAOYSA-N,c1cnc(CCc2ccncc2)c(-c2nnc(Nc3cnc4ccccc4c3)o2)c1,c1cnc(CCc2ccncc2)c(-c2nnc(Nc3cnc4ccccc4c3)o2)c1,878ce4e9af357c296cdb16abc2ac72a993f1f996,1
985,YDQKGDYQOOLJNI-UHFFFAOYSA-N,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3cnn4C)cc2)c1,O=C(Nc1ccccc1)Nc1ccc(-c2cccc3[nH]ncc23)cc1,e4904a979a75bcb4a120cfcfda8bdf457756c59a,1
986,YDSAEBMRAOSGQU-UHFFFAOYSA-N,C=c1c(CCC(=O)O)c[nH]c1=Cc1c(O)[nH]c2cc(-c3ccccc3)ccc12,C=c1cc[nH]c1=Cc1c[nH]c2cc(-c3ccccc3)ccc12,bbc115b45972b7d2fd42690a46c5d7f76b7ca1bd,1
987,YEIASMOUYNOXGA-UHFFFAOYSA-N,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1ccc2nc(N)ncc2c1,O=C(Nc1ccccc1)c1cccc(-c2ccc3ncncc3c2)c1,ebf760b4ae943d52e561d24151683325f71c74d7,1
988,YFVAGXCBQNGTOV-UHFFFAOYSA-N,CS(=O)(=O)N1CCN(Cc2ccnc(Nc3ncc(-c4ccccc4)s3)c2)CC1,c1ccc(-c2cnc(Nc3cc(CN4CCNCC4)ccn3)s2)cc1,1afa155012a51e6cab981ecf41d6fbb6e5ef43d9,1
989,YGLITMMDQOZAHY-UHFFFAOYSA-N,CCN(CC)CC(=O)Nc1ccc(C(F)(F)F)cc1NC(=O)c1ccc(C)c(-c2ccc3nc(NC)ncc3c2)c1,O=C(Nc1ccccc1)c1cccc(-c2ccc3ncncc3c2)c1,7cad7074b2c365223b716cbf5b3e929dad5cb6b6,1
990,YGQOGVAIMSUGMK-UHFFFAOYSA-N,CNC(=O)N1CCN(Cc2ccc(-c3ccn4c(-c5ccccc5)cnc4c3)cc2)CC1,c1ccc(-c2cnc3cc(-c4ccc(CN5CCNCC5)cc4)ccn23)cc1,7399694ad8e92160206c226f595037c55cb0cfae,1
991,YGUQDYVWPNWASR-UHFFFAOYSA-N,Cc1cccc(N(C)C(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2)c1,O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1,864d50aaa387184ca88f689c7ca738b93bfaa804,1
992,YGYZFNQCPIDEBI-UHFFFAOYSA-N,Cc1cc(C)cc(Nc2cc(-n3ccnc3-c3ccccc3)ccn2)c1,c1ccc(Nc2cc(-n3ccnc3-c3ccccc3)ccn2)cc1,02a44b6a6f70fb1803a2816446f7b401efca8aca,1
993,YHTNYIOVCIPYGQ-UHFFFAOYSA-N,Cc1ccnc(Nc2ncc(-c3ccccc3)s2)c1,c1ccc(-c2cnc(Nc3ccccn3)s2)cc1,d3cb33851a6016b155de95ce2df12c19c0f6329b,1
994,YIQCCYWMXOJNTG-UHFFFAOYSA-N,CCc1cccc(NC(=O)Nc2ccc(-c3nsc4ncnc(N)c34)cc2)c1,O=C(Nc1ccccc1)Nc1ccc(-c2nsc3ncncc23)cc1,772d82929ccce1f934d239e015f3b288b7550dd9,1
995,YJFKREHADGLMHG-UHFFFAOYSA-N,CN(c1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1)c1ccnc(Nc2ccc(S(N)(=O)=O)cc2)n1,O=C(Nc1ccccc1)Nc1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,726b7d8e22a62c97d918d0246dd20bb86d51bf6b,1
996,YJOMLCNZKKWNEJ-UHFFFAOYSA-N,CN1CCN(Cc2ccc3c(c2)-c2[nH]nc(-c4ccc(CNC(=O)Nc5ccccc5)s4)c2C3)CC1,O=C(NCc1ccc(-c2n[nH]c3c2Cc2ccc(CN4CCNCC4)cc2-3)s1)Nc1ccccc1,96bc070fcaceef31b8011ca7181edcabc13689e5,1
997,YJSFAHMGDRBZGH-UHFFFAOYSA-N,Cc1cccc(C)c1-c1cc(C)c2nc(Nc3ccc(OCCN4CCCC4)cc3)nnc2c1,c1ccc(-c2ccc3nc(Nc4ccc(OCCN5CCCC5)cc4)nnc3c2)cc1,b5972b0af48be7e6332ba69753adf13668c4f833,1
998,YKHJUBWGIDUWRV-UHFFFAOYSA-N,CCOc1cccc(-c2ccc3c(C=c4[nH]cc(C)c4=CCC(=O)O)c(O)[nH]c3c2)c1,C=c1cc[nH]c1=Cc1c[nH]c2cc(-c3ccccc3)ccc12,1f02383477332000e483e8ed0ff14a3f9490970e,1
999,YKIIROJVKKTKLM-UHFFFAOYSA-N,CN1CCN(Cc2ccc3c(c2)-c2[nH]nc(-c4ccc(CN(C)C(=O)Nc5ccc(F)cc5)s4)c2C3)CC1,O=C(NCc1ccc(-c2n[nH]c3c2Cc2ccc(CN4CCNCC4)cc2-3)s1)Nc1ccccc1,d1756fff1ed10ed87855174d39a5f52af3e077de,1
1000,YKRMRHXPPNGGCU-UHFFFAOYSA-N,Cc1ccccc1NC(=O)Nc1ccc(-c2cccc3c2CNC3=O)cc1,O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1,416302188d06ed13c839f14d31e86985b1d7e5dc,1
1001,YKTVFDSYOHZGCB-UHFFFAOYSA-N,Cc1cccc(CC(=O)NCc2ccc(-c3[nH]nc4c3Cc3cc(CN5CCN(C)CC5)ccc3-4)s2)c1,O=C(Cc1ccccc1)NCc1ccc(-c2[nH]nc3c2Cc2cc(CN4CCNCC4)ccc2-3)s1,497141829cfe74bae352177a1a33846f579d8754,1
1002,YKZHLZRHRDJWAE-UHFFFAOYSA-N,Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)NCc2ccccc2)cc1,O=C(NCc1ccccc1)Nc1ccc(-c2csc3ncncc23)cc1,29d9406f2edb0866152c015d15d19e8a149982e5,1
1003,YNGLJWLACMDBOD-UHFFFAOYSA-N,COc1ccc(Nc2nnc(-c3ccc(C(N)=O)cc3)c3ccccc23)cc1,c1ccc(Nc2nnc(-c3ccccc3)c3ccccc23)cc1,bc29b435321a464df6dc99bd04dc640164a64435,1
1004,YNQSAENKMHMMDC-UHFFFAOYSA-N,CNC(=O)c1ccc(-c2nnc(Nc3ccc(Cl)cc3)c3ccccc23)cc1,c1ccc(Nc2nnc(-c3ccccc3)c3ccccc23)cc1,ee532956b4ee5530ca178640890616df6a179d2d,1
1005,YOARXMDDBVYHOA-UHFFFAOYSA-N,N#Cc1cnc(Nc2cc(N3CCN(CCN4CCOCC4)CC3)ncn2)s1,c1nc(Nc2nccs2)cc(N2CCN(CCN3CCOCC3)CC2)n1,0f71bd05604a5bdee73266fff28ad550fd7ed810,1
1006,YOZDMQXHRFUDKR-UHFFFAOYSA-N,O=C(NC1CCCC1)c1ccc(F)c(NCc2cnc(Nc3ccccn3)s2)c1,O=C(NC1CCCC1)c1cccc(NCc2cnc(Nc3ccccn3)s2)c1,ff46cb945404126cf16c06064d23b3053d89386f,1
1007,YPTADYIVARXAPS-UHFFFAOYSA-N,CS(=O)(=O)Nc1cccc(-c2oc3ncnc(N)c3c2-c2ccc(-c3ccccc3)cc2)c1,c1ccc(-c2ccc(-c3c(-c4ccccc4)oc4ncncc34)cc2)cc1,6a96474a0abf16563a7804d293418595a3a729a2,1
1008,YQFCBJPXMPWMGS-UHFFFAOYSA-N,CC(C)NS(=O)(=O)c1ccc2[nH]c(O)c(C=c3[nH]cc4c3=CCOC4=O)c2c1,O=C1OCC=c2c1c[nH]c2=Cc1c[nH]c2ccccc12,8686c99aaa0d312582ede6e6e800f91ed8b115f8,1
1009,YQHIKVNBGDDHMK-UHFFFAOYSA-N,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5cncc6ccccc56)cnc(N)c34)cc2)c1,O=C(Nc1ccccc1)Nc1ccc(-c2csc3c(-c4cncc5ccccc45)cncc23)cc1,25f8c468ac490b6d7f388f79ef6d13219e628b2d,1
1010,YQPAFFIGFWEPLF-UHFFFAOYSA-N,CN1CCC(COc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,c1cc(Nc2ncnc3cc(OCC4CCNCC4)cc(OC4CCOCC4)c23)c2c(c1)OCO2,3089c1d5fc31713931474712591c3c5a7d5ccb52,1
1011,YQQLLLJHDXFGPW-UHFFFAOYSA-N,Nc1nccc2scc(-c3ccc(NC(=O)Nc4ccccc4)cc3)c12,O=C(Nc1ccccc1)Nc1ccc(-c2csc3ccncc23)cc1,cc74a783558a6d4c5f161a67a2c5538ed8fa03f3,1
1012,YRCZLINBIJRMBH-UHFFFAOYSA-N,C=c1cc(C(=O)NCCN(CC)CC)[nH]c1=Cc1c(O)[nH]c2ncnc(Nc3ccc(Cl)cc3F)c12,C=c1cc[nH]c1=Cc1c[nH]c2ncnc(Nc3ccccc3)c12,cde41e6e7028d8fc5c6172fcba29133cbb4b31bd,1
1013,YTOMBAGWKAJACA-UHFFFAOYSA-N,Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)NCC2CCCCC2)cc1,O=C(NCC1CCCCC1)Nc1ccc(-c2csc3ncncc23)cc1,51da778e8440fd3f683d5de93d4052339292e36d,1
1014,YUAOWJBCURIMGN-UHFFFAOYSA-N,c1cc(-c2cnn3cc(-c4ccc(OCCN5CCOCC5)cc4)cnc23)cs1,c1cc(-c2cnn3cc(-c4ccc(OCCN5CCOCC5)cc4)cnc23)cs1,53b7fa780f8a184c889bb633d3f709784ffac2ba,1
1015,YUIZUBRPNKCUBP-UHFFFAOYSA-N,Cc1cccc(NC(=O)c2ccccc2Cn2ccc3ncnc-3c2)c1,O=C(Nc1ccccc1)c1ccccc1Cn1ccc2ncnc-2c1,f61aa634b0142d56f5887ecab3b771f2680ad7e3,1
1016,YVMDSPWVEDPXJR-UHFFFAOYSA-N,Cc1ccc2c(Cc3ccncc3)nnc(Nc3ccc(Cl)cc3)c2c1,c1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,c42d0c9dd74010f7b89b6652e9c2c6ae28a69f9a,1
1017,YVMPCLMMNBMFFZ-UHFFFAOYSA-N,O=C(Nc1ccc(-c2cccc3c2CNC3=O)cc1)Nc1ccc(C(F)(F)F)cc1,O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1,58c364504c728fd5e129fe4fd82f4e7c9a644689,1
1018,YXOCOTDGBVGRJE-UHFFFAOYSA-N,CC(=O)N1CCN(c2cc(Nc3ncc(C#N)s3)ncn2)CC1,c1nc(Nc2nccs2)cc(N2CCNCC2)n1,ebb99e64008b2fa0535283478977661587bb7641,1
1019,YZBMZVFTUOENSZ-UHFFFAOYSA-N,COC(=O)Nc1nc2ccc(Oc3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)nc2[nH]1,O=C(Nc1ccccc1)Nc1ccc(Oc2ccc3nc[nH]c3n2)cc1,c4f09439efe7c75ca7b008633554c9e04e89504a,1
1020,ZAARMHXLYCHRAK-UHFFFAOYSA-N,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2)c1,O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1,257712340644a3bae668eaf7419d65346761b605,1
1021,ZAEZEADQIGFKLO-UHFFFAOYSA-N,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3ccc(Cl)cc3)o2)c1,c1ccc(Nc2ncc(-c3ccccc3)o2)cc1,640e944e0f514e0f4231ddc530388be701ad0aa6,1
1022,ZBCIUJVPXUPSFS-UHFFFAOYSA-N,COc1ccc(-c2cnc3c(-c4ccncc4)cnn3c2)cc1,c1ccc(-c2cnc3c(-c4ccncc4)cnn3c2)cc1,905660dc6b4399015a10ee850470e468d1a0c22f,1
1023,ZCTXKJKSADHBTO-UHFFFAOYSA-N,CCCc1ccc(Nc2ncnn3cc(C(=O)OC)c(C)c23)cc1O,c1ccc(Nc2ncnn3cccc23)cc1,760877fa66d9f3e42185d018d6b16ebaac3809bc,1
1024,ZCZZYVNEKMMLLC-UHFFFAOYSA-N,O=C1NCc2c1c1c(c3c2c2ccccc2n3CCO)Cc2ccccc2-1,O=C1NCc2c1c1c(c3[nH]c4ccccc4c23)Cc2ccccc2-1,a85f2dbef8eaed9508f9e80bbabda9ae725769b6,1
1025,ZDUNROKMXDSWQP-UHFFFAOYSA-N,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCn1ccnn1,c1ccc(Nc2ncnc3cc(OCCn4ccnn4)ccc23)cc1,1e7cd72abba282339bc12918b02b146081bae744,1
1026,ZEKRYTYWEKALJV-UHFFFAOYSA-N,c1ccc(-c2cnn3cc(-c4ccncc4)cnc23)cc1,c1ccc(-c2cnn3cc(-c4ccncc4)cnc23)cc1,ce6a0243d4772da2444d05e9a5bb06f005694820,1
1027,ZESRALQQFCOMOY-UHFFFAOYSA-N,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCC1CCNCC1,c1ccc(Nc2ncnc3cc(OCCC4CCNCC4)ccc23)cc1,7525befa07ba4b6928eb6d7eef03610059b1d763,1
1028,ZEXVIFSUAXRZBO-UHFFFAOYSA-N,C=c1cc(C(=O)NCC(O)CN(CC)CC)[nH]c1=Cc1c(O)[nH]c2ncnc(Nc3ccc(F)c(Cl)c3)c12,C=c1cc[nH]c1=Cc1c[nH]c2ncnc(Nc3ccccc3)c12,f88e58d658ccf34377612377aa06210806862f5e,1
1029,ZGDQUQUBRNXFSB-UHFFFAOYSA-N,CCOC(C)c1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,O=C1NCc2c1c1c(c3[nH]c4ccccc4c23)Cc2ccccc2-1,d531710305d66e5f9dd047a722159e1b0206e4d0,1
1030,ZHCONWQJKAVEGQ-UHFFFAOYSA-N,N#Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2)c1,O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1,6f668806ca9e740ba8d499542a39e58c7916e0ed,1
1031,ZHDDXXTZBWXLRG-UHFFFAOYSA-N,Cc1cccc(NC(=O)Nc2cccc(-c3csc4ccnc(N)c34)c2)c1,O=C(Nc1ccccc1)Nc1cccc(-c2csc3ccncc23)c1,38c3dc68dcddf8b639a5acdbf9d5e81287c22a64,1
1032,ZHGVDHRJPICWON-UHFFFAOYSA-N,COc1ccc(C(F)(F)F)cc1NC(=O)c1ccc(C)c(Oc2ncccc2-c2ccncn2)c1,O=C(Nc1ccccc1)c1cccc(Oc2ncccc2-c2ccncn2)c1,fce2805de82f63468a0dd736e083b509da9c3dd6,1
1033,ZHOYAULWNHDIJV-UHFFFAOYSA-N,CN(C)CCNC(=O)Nc1ccc(N(C)c2ccnc(Nc3cccc(CS(C)(=O)=O)c3)n2)cc1,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,2bb7b8c934672b337f0fe036cddf025626feecd9,1
1034,ZIWRSRUJVKEMTR-UHFFFAOYSA-N,O=C(Nc1ccc(-c2cccc3c2CNC3=O)cc1)Nc1cccc(F)c1,O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1,d1d5fc0a5b583edf6b5d7f38854f186a761a73e7,1
1035,ZJHSVHPBEQPRNP-UHFFFAOYSA-N,O=c1nc(-c2ccc3c(c2)ncn3-c2ccccc2)ccn1CCCN1CCCCC1,O=c1nc(-c2ccc3c(c2)ncn3-c2ccccc2)ccn1CCCN1CCCCC1,c4f97204b321ee85df020d069c08becddb01fb03,1
