index,inchikey,standard_smiles,scaffold,xhash,group_size
0,AAIWEHICLXWDIS-UHFFFAOYSA-N,COc1cc(OC)cc(-c2cc3cnc(N(CCCO)C(C)=O)cc3nc2NC(=O)NC(C)(C)C)c1,c1ccc(-c2cnc3ccncc3c2)cc1,0826733e2a063baf0aed7dcb8f8887e8bc35804b,1
1,AAVVJYRIFZWOQJ-UHFFFAOYSA-N,Cc1cc(C)cc(Nc2nccc(-n3ccnc3-c3ccccc3)n2)c1,c1ccc(Nc2nccc(-n3ccnc3-c3ccccc3)n2)cc1,6c5e3adcefd7412ee8ffedb2127bf543b407f10e,1
2,ABMSAGZBJYEZGT-UHFFFAOYSA-N,O=C1NCc2c3c(c4[nH]c5ccccc5c4c21)Cc1ccccc1-3,O=C1NCc2c3c(c4[nH]c5ccccc5c4c21)Cc1ccccc1-3,eb8e201399a2be135fddac8ff5dccdef27391751,1
3,ABQZBBQXRQDXEI-UHFFFAOYSA-N,Cc1cc(C)c2oc(Nc3ccc(-c4nsc5ncnc(N)c45)cc3)nc2c1,c1ccc2oc(Nc3ccc(-c4nsc5ncncc45)cc3)nc2c1,e425f1becfcc66730b7f2bb02fbd77677d22c4cb,1
4,ACOWAIUKUFGHLY-UHFFFAOYSA-N,COCCc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cccc(C)c2)cc1,O=C(Nc1ccccc1)Nc1ccc(-c2csc3ncncc23)cc1,72864d88b89a56ab1633ad33c22bc368245acb7e,1
5,ADANYDBBSQBDMY-UHFFFAOYSA-N,O=C(Nc1ccc(Cl)cc1)c1ccccc1Cn1cc(-c2ccncc2)cn1,O=C(Nc1ccccc1)c1ccccc1Cn1cc(-c2ccncc2)cn1,3f9e234da142246e4fbded9e5c3f23094f98b95e,1
6,ADQQBOZGEKHJKG-UHFFFAOYSA-N,C=c1cc(C(=O)OCC)[nH]c1=Cc1c(O)[nH]c2ccccc12,C=c1cc[nH]c1=Cc1c[nH]c2ccccc12,6b030b8b0b741b971b9a368b25dc808337325b93,1
7,AFECIUCRUIZUKP-UHFFFAOYSA-N,CC(c1ccncc1)c1nnc(Nc2ccc(Cl)cc2)c2ccccc12,c1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,329f557d627fb12898831bd4b009f3553a2bed31,1
8,AFKKJZFFHJDMMZ-UHFFFAOYSA-N,COC(=O)c1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C,c1cc2c(Oc3ccc4[nH]ccc4c3)ncnn2c1,d180459b1aa5ab1f0b3b7e5aa535147e34391435,1
9,AFVGAHBUCVDPPI-UHFFFAOYSA-N,Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1,c1ccc(-c2cn(-c3ccccc3)c3ncncc23)cc1,78fa8bc2c419efb07e24d6b6b3f9feac8ddd1ff6,1
10,AGGJJUDCDYBLHH-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2scnc2CCc2ccncc2)c(F)c1,O=C(Nc1ccccc1)c1scnc1CCc1ccncc1,8addc5cb9c820bde020fb80f0a325a64b6f7db09,1
11,AHDFVTJYNGXCEO-UHFFFAOYSA-N,CN1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(N(C)c4ccnc(Nc5ccc(CS(C)(=O)=O)cc5)n4)cc3)cc2)CC1,O=C(Nc1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1)Nc1ccc(C(=O)N2CCNCC2)cc1,3a4b34035f9908a070461af01ff9b4fd439a2336,1
12,AHVALJRQHQNXRG-UHFFFAOYSA-N,O=C1OCC=c2c1c[nH]c2=Cc1c(O)[nH]c2ccc(F)cc12,O=C1OCC=c2c1c[nH]c2=Cc1c[nH]c2ccccc12,3a228f82d5baff5e946130c382a95822da7b6c9f,1
13,AICMELCBVMDBIX-UHFFFAOYSA-N,COc1ccc(-c2oc3ncnc(N)c3c2-c2ccc(N(C)C)cc2)cc1,c1ccc(-c2oc3ncncc3c2-c2ccccc2)cc1,10f8a8141a19850b2a26dc9ad6405dde1c2f40ed,1
14,AIEHUMVISDRBPD-UHFFFAOYSA-N,CN(C)CCc1ccc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)cc1,c1ccc(Nc2nccc(-c3c[nH]c4ccccc34)n2)cc1,fc65933be63cd997d0205ca5e95f75c2e9aaf5e8,1
15,AJDQTJYEJBYYOB-UHFFFAOYSA-N,Cc1cc(C)cc(Nc2nccc(-n3ccnc3N)n2)c1,c1ccc(Nc2nccc(-n3ccnc3)n2)cc1,4f107b247c39039e89b3ce0b5c21cc5f35e3f673,1
16,AJPCLLYRORCTIF-UHFFFAOYSA-N,C=c1c(CCC(=O)O)c[nH]c1=Cc1c(O)[nH]c2ccc(S(N)(=O)=O)cc12,C=c1cc[nH]c1=Cc1c[nH]c2ccccc12,adb8785bd7f2c6fa5018c6cf3778ae9f5702d784,1
17,AJZGSQPKBOEMBE-UHFFFAOYSA-N,Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2ccc(Br)cc2)o1,c1ccc(Nc2nnc(-c3[nH]cnc3NCc3ccncc3)o2)cc1,5ee045841c6b7891897d0a6d818278b3066df9e4,1
18,AKDWJKHIBCIRSA-UHFFFAOYSA-N,COc1nc(Nc2ccc3ncsc3c2)nc(NC(C)(C)c2ccccc2)n1,c1ccc(CNc2ncnc(Nc3ccc4ncsc4c3)n2)cc1,ad889edc013efbae122b57fe48f1fc3dab6f5031,1
19,AKYQOQRRFDHNEA-UHFFFAOYSA-N,Cc1cccc(NC(=O)N(Cc2ccc(-c3[nH]nc4c3Cc3cc(CN5CCN(C)CC5)ccc3-4)s2)C(C)C)c1,O=C(NCc1ccc(-c2[nH]nc3c2Cc2cc(CN4CCNCC4)ccc2-3)s1)Nc1ccccc1,07ad7f079d69f41e6aee12ae67a352c70f1ab82b,1
20,ALEMXOWDMCVYMB-UHFFFAOYSA-N,Clc1cccc(Nc2cncc(-c3cncc(NCC4CCOCC4)c3)n2)c1,c1ccc(Nc2cncc(-c3cncc(NCC4CCOCC4)c3)n2)cc1,69a98b7ed56937132404e990fe443280bc8c7d7b,1
21,ALIXTVBPMHJTAF-UHFFFAOYSA-N,CC(=O)Nc1c(C(N)=O)sc2[nH]nc(C)c12,c1cc2cn[nH]c2s1,7ec546b17307c1b23ff9264702638d7aa9ad908a,1
22,ALZZTTUOVWHDKW-UHFFFAOYSA-N,C=c1c(CCC(=O)O)c(C)[nH]c1=Cc1c(O)[nH]c2ccccc12,C=c1cc[nH]c1=Cc1c[nH]c2ccccc12,31c0b0c8a5d8d8bcfe7370ad2284bdf6f35df519,1
23,ANBPMJPMSHSIPA-UHFFFAOYSA-N,COc1cc2ncnc(Nc3ccc(C)cc3C)c2cc1OC,c1ccc(Nc2ncnc3ccccc23)cc1,4facaf4288e84aae0ade7c753d753e61fbc6301f,1
24,AODUHZPEXFCKHF-UHFFFAOYSA-N,CC(C)N(Cc1ccccc1)c1nc(=O)nc(Nc2ccc3ncsc3c2)[nH]1,O=c1nc(NCc2ccccc2)[nH]c(Nc2ccc3ncsc3c2)n1,eaafb3ca2f092d55a9e7c110167e7ee243d83dd0,1
25,AOQSEIRRISHVNQ-UHFFFAOYSA-N,Cc1cccc(NC(=O)Nc2ccc(-c3c(CCC(N)=O)sc4ncnc(N)c34)cc2)c1,O=C(Nc1ccccc1)Nc1ccc(-c2csc3ncncc23)cc1,857b77909ccb214f8b6733b7d875ea97502fee77,1
26,APCZORVVDYPETN-UHFFFAOYSA-N,CN(C)C(=O)N1CCN(Cc2ccnc(Nc3ncc(C#N)s3)c2)CC1,c1cc(CN2CCNCC2)cc(Nc2nccs2)n1,cc3311115fdec29a481ba82537f05d57239e96e7,1
27,APMGZBKWHFSLMR-UHFFFAOYSA-N,Clc1cccc(-c2cnn3cc(-c4ccncc4)cnc23)c1,c1ccc(-c2cnn3cc(-c4ccncc4)cnc23)cc1,ba50e63bd42acb699e011d848582e5b21b367a45,1
28,AQCPEGWJJANDHC-UHFFFAOYSA-N,Cc1cnc(Nc2ccccn2)s1,c1ccc(Nc2nccs2)nc1,dbd0fe5df238b5e362d538ffdc081e3ebcd5ea06,1
29,AQFXVMZZFFFSCG-UHFFFAOYSA-N,c1cn(Cc2ccc3c(c2)-c2[nH]nc(-c4ccsc4)c2C3)cn1,c1cn(Cc2ccc3c(c2)-c2[nH]nc(-c4ccsc4)c2C3)cn1,3827bb2eca0d0ec96a293dfc971e4d89084e8622,1
30,AQJFXYZAOCPIBG-UHFFFAOYSA-N,CNc1ncnc(-c2cccnc2Oc2cc(C(=O)Nc3cccc(C(F)(F)F)c3)ccc2C)n1,O=C(Nc1ccccc1)c1cccc(Oc2ncccc2-c2ncncn2)c1,0fa3d7b26b51df7fb2b12d49c1b2956a4bf790b4,1
31,AQMQNHMJAJDOKG-UHFFFAOYSA-N,COC(C)c1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,O=C1NCc2c1c1c(c3[nH]c4ccccc4c23)Cc2ccccc2-1,1d5712a5133dadedaf37747849f0eee96931965b,1
32,AQNPMCAAZCULQZ-UHFFFAOYSA-N,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4cccnc4)n[nH]c2-3)CC1,c1cncc(-c2n[nH]c3c2Cc2cc(CN4CCNCC4)ccc2-3)c1,fcf4292a20e30a012ca1feecd787dffd46365d64,1
33,ARFSBNIXMVQEPO-UHFFFAOYSA-N,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(C)cc4)cc3)c2cc1OC,O=C(Nc1ccccc1)Nc1ccc(Oc2ccnc3ccccc23)cc1,2702d2b32d5333128f3e4898deaf4c32f6ee2b8f,1
34,ARKUMVMSBPVDTJ-UHFFFAOYSA-N,COc1cccc(-c2ccc3c(C=c4[nH]c5c(c4=CCC(=O)O)CCCC5)c(O)[nH]c3c2)c1,C=c1c2c([nH]c1=Cc1c[nH]c3cc(-c4ccccc4)ccc13)CCCC2,d851f09978013b231fee3531668be103b8e2b575,1
35,ARVBLSJXBRCVTM-UHFFFAOYSA-N,Cc1ccc(Nc2ncc(-c3ccccc3)s2)nc1,c1ccc(-c2cnc(Nc3ccccn3)s2)cc1,e127069067b6411f49bd56ae6b14beedd28f0ded,1
36,ARVPXHGQLZVIJF-UHFFFAOYSA-N,c1ccc2c(c1)c(-c1cncc(-c3ccsc3)c1)cn2CCCN1CCCCC1,c1ccc2c(c1)c(-c1cncc(-c3ccsc3)c1)cn2CCCN1CCCCC1,20252859b6dead83abbb7b14ef15b5192f62d871,1
37,ATOGBWDJZRWYDX-UHFFFAOYSA-N,c1ccc(-c2ccn3c(-c4cccnc4)cnc3c2)cc1,c1ccc(-c2ccn3c(-c4cccnc4)cnc3c2)cc1,8191e0ea80bfa0ed18aeb88c044a98b683cf25f7,1
38,ATRMGRIXDIZXRO-UHFFFAOYSA-N,Cc1ccc(Nc2ncnn3ccc(C)c23)cc1O,c1ccc(Nc2ncnn3cccc23)cc1,f844a2a8537bffd7a73a3f05c9c496ad674325c3,1
39,ATULXEYLXXNOLJ-UHFFFAOYSA-N,Cc1ccc(NC(=O)NCc2ccc(-c3[nH]nc4c3Cc3ccc(CN5CCN(C)CC5)cc3-4)s2)cc1,O=C(NCc1ccc(-c2[nH]nc3c2Cc2ccc(CN4CCNCC4)cc2-3)s1)Nc1ccccc1,8e4ffac962a85fba0dcd0ea0c56cc2906f176a42,1
40,AUEDINJRBZYSTK-UHFFFAOYSA-N,COc1cc(NC(=O)Nc2cccc(C)c2)ccc1-c1csc2ncnc(N)c12,O=C(Nc1ccccc1)Nc1ccc(-c2csc3ncncc23)cc1,51578449db41068131a123d69d79489ad44eebfa,1
41,AVQNSHZBOYOSQZ-UHFFFAOYSA-N,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCC1CCNCC1,c1ccc(Nc2ncnc3cc(OCC4CCNCC4)ccc23)cc1,148cc755a71a57dd37d8ea5192a8b11424cc724c,1
42,AVRKZCPKCCSUAS-UHFFFAOYSA-N,CNS(=O)(=O)c1ccc2[nH]c(O)c(C=c3[nH]c4c(c3=CCCN3CCN(C)CC3)CCCC4)c2c1,C(c1c[nH]c2ccccc12)=c1[nH]c2c(c1=CCCN1CCNCC1)CCCC2,5377fa9f10ce0752793f336b548a0d21c6aab276,1
43,AVUUJTAUHLSENL-UHFFFAOYSA-N,C=c1cc(C(=O)N2CCOCC2)[nH]c1=Cc1c(O)[nH]c2ncnc(Nc3ccc4c(c3)CCC4)c12,C=c1cc(C(=O)N2CCOCC2)[nH]c1=Cc1c[nH]c2ncnc(Nc3ccc4c(c3)CCC4)c12,2665814631936be979e53fa6f8a233bcbf4c61d1,1
44,AWHZULIQBBYQEU-UHFFFAOYSA-N,COc1ccc(-c2cncc(-c3nc(-c4ccccc4)c(NC(C)=O)o3)c2)cc1,c1ccc(-c2cncc(-c3nc(-c4ccccc4)co3)c2)cc1,4243f8596340c24af2e01ec46ef0a67a6eae6727,1
45,AYGVPBTZFHDDQC-UHFFFAOYSA-N,CC(C)(N)c1ccc(-c2nc(Nc3ccc(CCO)cc3)ncc2C#N)cc1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,1350041dee713e56970c8e95ce8d5cf696546712,1
46,AYRKVZBPUWXBBP-UHFFFAOYSA-N,C=c1c(C(=O)NCCn2cncn2)c(C)[nH]c1=Cc1c(O)[nH]c2ccc(F)cc12,C=c1c(C(=O)NCCn2cncn2)c[nH]c1=Cc1c[nH]c2ccccc12,d89365c91d17ca032cb51196091699730a5694b4,1
47,BBSYFTFAHVTHDA-UHFFFAOYSA-N,C=c1c(CCC(=O)O)c(C)[nH]c1=Cc1c(O)[nH]c2cc(-c3ccc(OC)cc3)ccc12,C=c1cc[nH]c1=Cc1c[nH]c2cc(-c3ccccc3)ccc12,f9ad81f6acdb5a0d4c2381d73191b14f217b1f7b,1
48,BCHOPQZXYFIQMM-UHFFFAOYSA-N,CC(C)Oc1cc(OCCN2CCOCC2)cc2ncnc(Nc3c(Cl)ccc4c3OCO4)c12,c1cc(Nc2ncnc3cc(OCCN4CCOCC4)ccc23)c2c(c1)OCO2,b12971a9a5bcfb3b901d1a8b3b5a8b9afba450e4,1
49,BCZYLNWFHXDTAQ-UHFFFAOYSA-N,Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cccc(C(F)(F)F)c2)cc1,O=C(Nc1ccccc1)Nc1ccc(-c2csc3ncncc23)cc1,99a199fd19b276eee346f4a7cb9027a28ae259c8,1
50,BELRYHSQDZCWBA-UHFFFAOYSA-N,N#Cc1cnc(Nc2cc(N3CCCNCC3)ncn2)s1,c1nc(Nc2nccs2)cc(N2CCCNCC2)n1,6c69d4a90dd7c3da1398d7f85196471b67df9050,1
51,BFXROLSTCOFFGC-UHFFFAOYSA-N,O=C(c1ccc2[nH]c(-c3cc4ccccc4[nH]c3=O)cc2c1)N1CCNCC1,O=C(c1ccc2[nH]c(-c3cc4ccccc4[nH]c3=O)cc2c1)N1CCNCC1,321fb3e5f982ae969209634d06d3e3fe6229c525,1
52,BHQZGGSZRHDQFZ-UHFFFAOYSA-N,Cc1ccc(F)c(C(=O)n2nc(Nc3ccc(S(N)(=O)=O)cc3)nc2C)c1F,O=C(c1ccccc1)n1cnc(Nc2ccccc2)n1,b3005e89d28e8c79d0f813f4307dfcba6e737be5,1
53,BIAXZMJEGJLELQ-UHFFFAOYSA-N,CC(C)(Nc1nc(=O)nc(Nc2ccc3[nH]cnc3c2)[nH]1)c1ccccc1,O=c1nc(NCc2ccccc2)[nH]c(Nc2ccc3[nH]cnc3c2)n1,ebc8c61696e0b3f87d146a013b5c98809a30fa0a,1
54,BIJVEGOYPDBWSR-CXAHNHKCSA-N,C[C@]12O[C@H](C[C@@]1(O)C(N)=O)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,O=C1NCc2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1CCC3O1,b00982e6872b2e495c58cab537af54add68553bf,1
55,BIVCQZJNUCQVNS-UHFFFAOYSA-N,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(Cl)cc4Cl)cc3)c2cc1OC,O=C(Nc1ccccc1)Nc1ccc(Oc2ccnc3ccccc23)cc1,3791b59e18ff82166376640918d9ec2b1768aa6a,1
56,BJNCGWGKNWXUIL-UHFFFAOYSA-N,CC(C)(Nc1nc(=O)nc(Nc2ccc3ncsc3c2)[nH]1)c1ccccc1,O=c1nc(NCc2ccccc2)[nH]c(Nc2ccc3ncsc3c2)n1,9d8e88f37a7b9b4196d83a80a22514ce7d750dff,1
57,BKGWUUYFDIOKHW-UHFFFAOYSA-N,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(-c4cccnc4)c3)o2)c1,c1ccc(Nc2ncc(-c3cccc(-c4cccnc4)c3)o2)cc1,af2e8d210ce19bc5af0daf6d9246b7ebad9107b7,1
58,BKTXUKGSIOCCOG-UHFFFAOYSA-N,Cc1cc(C)cc(Nc2nccc(-n3ccnc3-c3ccccn3)n2)c1,c1ccc(Nc2nccc(-n3ccnc3-c3ccccn3)n2)cc1,16ce27c47b3c680d81e79cdbda918f3f9e184bd1,1
59,BNDYIYYKEIXHNK-UHFFFAOYSA-N,COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,c1ccc(Nc2ncnc3ccccc23)cc1,6763f97d529c7f21ba77af0633f5504eba588bf3,1
60,BNFKHGHCITYDOT-UHFFFAOYSA-N,CCc1cccc(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,O=C(Nc1ccccc1)Nc1ccc(-c2cccc3[nH]ncc23)cc1,d424ce46e9525c9fc6609a961ae71e7ae5285e8c,1
61,BNJHLXRPLVJJDL-UHFFFAOYSA-N,Cc1cc2c(Nc3ccc(C)c(O)c3)ncnn2c1,c1ccc(Nc2ncnn3cccc23)cc1,656e6d7de00c3e6ef1a5a26d19afbcda96c6bd16,1
62,BNRFCNNNVLUTOS-UHFFFAOYSA-N,Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2cccc(OC(F)(F)F)c2)o1,c1ccc(Nc2nnc(-c3[nH]cnc3NCc3ccncc3)o2)cc1,6b99670a9adc68668b1b117d33c0d4a4f9ade873,1
63,BOANLQPPFKZUBL-UHFFFAOYSA-N,FC(F)(F)Oc1ccc(Nc2nnc(-c3ccncc3CCc3ccncc3)o2)cc1,c1ccc(Nc2nnc(-c3ccncc3CCc3ccncc3)o2)cc1,ca8349b142ef2d97d61472ec7b052d7e3dcdf2da,1
64,BOBGABAXWFYHQX-UHFFFAOYSA-N,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2C)c1,O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1,a01558ec817386c0f93310c8a93e750e87dee67c,1
65,BPTRMWHKPOMVMB-UHFFFAOYSA-N,COC(=O)c1ccc(Nc2nnc(-c3ccc(C(N)=O)cc3)c3ccccc23)cc1,c1ccc(Nc2nnc(-c3ccccc3)c3ccccc23)cc1,1e492dfffca587215a07425e6d53fc1dada03850,1
66,BQMQEANQUOYMOW-UHFFFAOYSA-N,O=C(Nc1ccc(Cl)c(Cl)c1)c1scnc1CCc1ccncc1,O=C(Nc1ccccc1)c1scnc1CCc1ccncc1,1c7859a6331edb68edba63d85762d47514a869c2,1
67,BRGHVDKITCZGNK-UHFFFAOYSA-N,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3c(C)sc4ncnc(N)c34)cc2)c1,O=C(Nc1ccccc1)Nc1ccc(-c2csc3ncncc23)cc1,113686553eb5336f99dd5067b83eec65c308c8d6,1
68,BRNNWQGRVMEXRL-UHFFFAOYSA-N,COc1ccc(C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)cc1OC,O=C(Nc1ncc(SCc2ncco2)s1)c1ccccc1,35f9381e4d59e22876f8eae106f09d073a3efa25,1
69,BRRGJDWFUWHGBT-UHFFFAOYSA-N,C=c1cc(C)[nH]c1=Cc1c(O)n(OC(C)=O)c2ccccc12,C=c1cc[nH]c1=Cc1c[nH]c2ccccc12,369de984ed81e56e7233ee1cdd71e77d9754e746,1
70,BRXKGRHLVVRORC-UHFFFAOYSA-N,COc1cc(Nc2ncnc(-c3cccnc3Nc3cccc(C(=O)Nc4ccc(Oc5ccccc5)cc4)c3)n2)cc(OC)c1OC,O=C(Nc1ccc(Oc2ccccc2)cc1)c1cccc(Nc2ncccc2-c2ncnc(Nc3ccccc3)n2)c1,199d0f1d62c511769064643815297526bf2f64c3,1
71,BTALXHSRAPGDGP-UHFFFAOYSA-N,COc1ccc(Nc2ncc(-c3ccccc3)o2)cc1OC,c1ccc(Nc2ncc(-c3ccccc3)o2)cc1,ea06bf361fc2a522bcb5bebf912b973c8dfe80af,1
72,BTDHMLNFQMGPGD-UHFFFAOYSA-N,Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cccc(Cl)c2)cc1,O=C(Nc1ccccc1)Nc1ccc(-c2csc3ncncc23)cc1,5e9372a41ef026d79a57235510003ce0406638f7,1
73,BUBCSTHPMRUDOR-UHFFFAOYSA-N,O=C(Nc1ccc(Oc2ccc3[nH]c(NC(=O)c4ccccc4)nc3c2)cc1)Nc1cc(C(F)(F)F)ccc1F,O=C(Nc1ccccc1)Nc1ccc(Oc2ccc3[nH]c(NC(=O)c4ccccc4)nc3c2)cc1,c533d838a6284267b77b0ff0ce1a2be4401d3c20,1
74,BVMJUIRDTBOZNY-UHFFFAOYSA-N,COc1ccc(Cl)c(Nc2ncnc3cc(OCCN4CCOCC4)cc(OC(C)C)c23)n1,c1ccc(Nc2ncnc3cc(OCCN4CCOCC4)ccc23)nc1,eb1879047c25258d36e74bb4addf612fd11fd6f8,1
75,BVOTXUKSZIXDAM-UHFFFAOYSA-N,Cc1cccc(N(C)C(=O)NCc2ccc(-c3[nH]nc4c3Cc3cc(CN5CCN(C)CC5)ccc3-4)s2)c1,O=C(NCc1ccc(-c2[nH]nc3c2Cc2cc(CN4CCNCC4)ccc2-3)s1)Nc1ccccc1,b66ea877c39226c9ae0f6836f10f81e7fac48c6d,1
76,BVSYMJUCSKOBAS-UHFFFAOYSA-N,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4)cc3)c2cc1OC,O=C(Nc1ccccc1)Nc1ccc(Oc2ccnc3ccccc23)cc1,180ac7424ca4f7a7c233dec564589ba3b475d3e6,1
77,BXWMSEULKYSGMV-UHFFFAOYSA-N,CC(C)(C)c1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1,c1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1,32644209777f40edf97afe7eba6e42061d12cb27,1
78,BYTKHJNOVNKMAZ-UHFFFAOYSA-N,N#Cc1cnc(Nc2cc(N3CCCC(N)CC3)ncn2)s1,c1nc(Nc2nccs2)cc(N2CCCCCC2)n1,414a5c8aae4d552dbac432c6e8f64ecfdd0758fa,1
79,BZDKOFCRFQFKOH-UHFFFAOYSA-N,CN(c1ccc(NC(=O)Nc2ccc(OC(F)(F)F)cc2)cc1)c1ccnc(Nc2ccc(S(N)(=O)=O)cc2)n1,O=C(Nc1ccccc1)Nc1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,27bf389257d76792305d3f71559be7bccdc85316,1
80,BZEUTWQSCBJYLS-UHFFFAOYSA-N,CNC(=O)c1cccc(CSc2cnc(Nc3ccccn3)s2)c1,c1ccc(CSc2cnc(Nc3ccccn3)s2)cc1,5bc36d6d2aaa99cbc4ed275610b64f2acb5bb8bd,1
81,BZGHPHUNZKSCKZ-UHFFFAOYSA-N,FC(F)(F)c1cc(Br)cc(Nc2nnc(Cc3ccncc3)c3ccccc23)c1,c1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,403da66c16b736b468d7d6c734d475484e2cf31c,1
82,CAGNWIMSXINYME-UHFFFAOYSA-N,COc1cc(Nc2nnc(Cc3ccncc3)c3ccccc23)ccc1Cl,c1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,7735d5a9fb7e5a31a6f8fa4657ee2cfebcb93ef1,1
83,CAKCSRYUEXZENU-UHFFFAOYSA-N,Cc1cc(C)cc(Nc2nccc(-n3cc(C)nc3-c3ccccc3)n2)c1,c1ccc(Nc2nccc(-n3ccnc3-c3ccccc3)n2)cc1,267ec9c8f94c5b2df64cb285f40efe4ba2a48e51,1
84,CAVFEAKOYPWCSA-UHFFFAOYSA-N,Cc1[nH]nc2sc(C(N)=O)c(NC(=O)COc3ccccc3)c12,O=C(COc1ccccc1)Nc1csc2n[nH]cc12,265a79c4fd7aa4ceb28290a406846bdb98cf8cc6,1
85,CBCKPZZVJQHROG-UHFFFAOYSA-N,Nc1ncnc2snc(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,O=C(Nc1ccccc1)Nc1ccc(-c2nsc3ncncc23)cc1,6bc0e955dc4c039c37ab0ec87528027ed604fbb6,1
86,CBJPKSYXEPIIHO-UHFFFAOYSA-N,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3ccc(OC)cc3)o2)c1,c1ccc(Nc2ncc(-c3ccccc3)o2)cc1,69dc6e0e3202ecd50ad40b541abbc1bff32fbbc8,1
87,CBLOBUUEPPNIMB-UHFFFAOYSA-N,N#Cc1cccc(NC(=O)Nc2ccc(-c3csc4ccnc(N)c34)cc2)c1,O=C(Nc1ccccc1)Nc1ccc(-c2csc3ccncc23)cc1,7b634daad49e21f1037013b173b8a5419dd22d0d,1
88,CCHILACMPSUXPL-UHFFFAOYSA-N,NC(=O)c1ccc(-c2nnc(Nc3cccc(Cl)c3)c3ccccc23)cc1,c1ccc(Nc2nnc(-c3ccccc3)c3ccccc23)cc1,4951a878538efb6897445e4a5e567f7f81b6f83e,1
89,CCVDZJHZVAQGSW-UHFFFAOYSA-N,Clc1ccc(Oc2nnc(Cc3ccncc3)c3ccccc23)cc1,c1ccc(Oc2nnc(Cc3ccncc3)c3ccccc23)cc1,2cc66863da95c28c8ed785d02beb9567ffe55f4d,1
90,CCVLFWJUTCIGQQ-UHFFFAOYSA-N,NC1CCN(C(=O)c2ccc3[nH]c(-c4cc5ccccc5[nH]c4=O)cc3c2)C1,O=C(c1ccc2[nH]c(-c3cc4ccccc4[nH]c3=O)cc2c1)N1CCCC1,e24fc944638f29ceea8f06b0dd19a7ee6cdfa05e,1
91,CEIMKSIJRVFDOP-UHFFFAOYSA-N,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4ccsc4)n[nH]c2-3)CC1,c1cc(-c2n[nH]c3c2Cc2cc(CN4CCNCC4)ccc2-3)cs1,c0f21fd44854c1a394574b7b451620ff1abda75b,1
92,CEJDGJPWXAPWDF-UHFFFAOYSA-N,c1ccc(-c2ccn3c(-c4cncs4)cnc3c2)cc1,c1ccc(-c2ccn3c(-c4cncs4)cnc3c2)cc1,0a816e6e19cd05ea775a930d703485b9258ce78d,1
93,CENKXUFMHLFKQQ-UHFFFAOYSA-N,C=c1cc(CO)[nH]c1=Cc1c(O)[nH]c2ccccc12,C=c1cc[nH]c1=Cc1c[nH]c2ccccc12,59dc5cf6638207c3a4a316e28f7f2a8db2f2f1de,1
94,CFCOQYROFLFNOU-UHFFFAOYSA-N,Cc1[nH]nc2sc(C(N)=O)c(NC(=O)c3cccs3)c12,O=C(Nc1csc2n[nH]cc12)c1cccs1,73867b7072873595b2d3f728a9447dd7d21acebc,1
